title,description,source,access,date,lang,issue,tags,
Comment l’IA aide à cartographier les endroits les plus vulnérables du monde,"L’IA pour l’action humanitaire (AI for Humanitarian Action) de Microsoft cartographie les régions rurales en développement, en utilisant l’apprentissage profond appliqué à l’imagerie satellite et en ayant recours à une approche participative pour les étiquettes OpenStreetMaps.",https://news.microsoft.com/on-the-issues/2020/02/13/ai-missing-maps-hot-bing/,2021-04-15,2020-02-13,fr,21-Jun,"nouvelles, blog",
Comment l’IA aide à débloquer des renseignements sur la fonte des glaciers,"L’IA pour la Terre (AI for Earth) de Microsoft se concentre sur la surveillance des glaciers du Groenland. À l’aide d’un drone équipé d’une caméra multispectrale, l’équipe de M. Cook a cartographié l’étendue de la couverture algale.",https://news.microsoft.com/on-the-issues/2019/10/29/ai-melting-glaciers-algae/,2021-04-15,,fr,21-Jun,"nouvelles, blog, environnement",
Outil d’évaluation de l’accès au logement (HART),"HART (Housing Access Rating Tool) est un outil en 20 points qui évalue le Grand Melbourne et Geelong relativement à l’accès aux principaux services sociaux, aux installations essentielles et aux transports publics.",https://msd.unimelb.edu.au/research/projects/current/transforming-housing/affordable-housing-tools/housing-access-rating-tool-hart,2021-05-10,,fr,21-Jun,"visuels, industrie",
Transitland,"Transitland est une plateforme de données ouvertes qui collecte les flux de données GTFS (General Transit Feed Specification), les données GTFS en temps réel et d’autres flux de données ouvertes, provenant de fournisseurs de transport urbain du monde entier. Transitland rassemble les flux de plus de 2 500 transporteurs, dans plus de 55 pays. Utilisez les API de Transitland pour créer vos propres cartes, visualisations de données, analyses, planificateurs de trajets ou algorithmes de détermination d’itinéraires.",https://www.transit.land/map#1.5/12.7/-119.5,2021-05-10,,fr,21-Jun,données,
4e Conférence internationale sur les applications de la science et de la technologie au changement climatique (STACLIM 2021),"La STACLIM (Science and Technology Applications in Climate Change) de 2021, dont le thème est « Empowering Breakthroughs for Climate Change » (Donner les moyens d’effectuer des percées en matière de lutte contre le changement climatique), sera la quatrième de la série de conférences organisées par l’Institut Perubahan Iklim. Cet événement permettra d'aborder les complications associées au changement climatique et de mettre de l'avant des initiatives et des solutions novatrices et révolutionnaires en faveur de la résilience climatique.",https://www.gislounge.com/gis-conferences-and-events/,2021-05-10,"July, 2021",fr,21-Jun,événement,
Le Projet de données sur la localisation des conflits armés et des événements qui y sont liés (ACLED),L’ACLED (Armed Conflict Location and Event Data Project) est un projet de collecte et d’analyse de données désagrégées et de cartographie des crises. Il s’agit de la source de données et d’analyse en temps réel sur la violence politique et les manifestations de protestation qui est de la plus haute qualité et la plus utilisée dans le monde.,https://acleddata.com/#/dashboard,2021-05-11,,fr,21-Jun,données,
Classifying settlement types from multi-scale spatial patterns of building footprints,An interesting exploration of the use of building footprint data from three urban areas in Africa. Building footprint data with the application of various landscape metrics were used to classify settlement patterns in each region.,https://journals.sagepub.com/doi/full/10.1177/2399808320921208,2021-05-21,1905-07-12,en,21-Jun,"methods, journal",
Classification des types d’établissements à partir des profils spatiaux multi?échelle de l’empreinte des immeubles,Exploration intéressante de l’utilisation des données sur l’empreinte des immeubles dans trois régions urbaines situées en Afrique. Des données sur l’empreinte des immeubles ont été utilisées de pair avec différents paramètres de mesure du terrain pour classer les types d’établissements dans chaque région.,https://journals.sagepub.com/doi/full/10.1177/2399808320921208,2021-05-21,1905-07-12,fr,21-Jun,"méthodes, revue",
Swimming pool detection and classification using deep learning,"A case study in the use of ArcGIS + AI to perform object detection of clean and green swimming pools in aerial imagery. The article discusses the different techniques used to improve success in the deep learning model development, and how various technical challenges were addressed with GIS.",https://medium.com/geoai/swimming-pool-detection-and-classification-using-deep-learning-aaf4a3a5e652,2021-05-21,2021-07-18,en,21-Jun,blog,
Détection et classification des piscines au moyen de l’apprentissage profond,Étude de cas sur l’utilisation de l’outil ArcGIS combiné à l’intelligence artificielle pour la détection des piscines propres et des piscines vertes à partir d’images aériennes. L’article traite des différentes techniques utilisées pour améliorer le processus d’élaboration de modèles d’apprentissage profond et de la façon dont on a surmonté des défis techniques variés au moyen du SIG.,https://medium.com/geoai/swimming-pool-detection-and-classification-using-deep-learning-aaf4a3a5e652,2021-05-21,2021-07-18,fr,21-Jun,blog,
"Datums, Projections and Coordinate Systems","An overview of what is used to define geographic positions, and how datums, projections, and coordinate systems are different.",https://csegrecorder.com/articles/view/datums-projections-and-coordinate-systems,2021-05-21,2021-03-17,en,21-Jun,"blog, methods",
"Systèmes géodésiques, projections et systèmes de coordonnées","Aperçu des moyens utilisés pour définir les positions géographiques et de la manière dont les systèmes géodésiques, les projections et les systèmes de coordonnées diffèrent entre eux.",https://csegrecorder.com/articles/view/datums-projections-and-coordinate-systems,2021-05-21,2021-03-17,fr,21-Jun,"blog, méthodes",
An Introduction to Various Spatial Analysis Techniques,"An overview of popular spatial analysis methods used for predicting surfaces from sample data. Techniques covered, include Inverse Distance Weighted (IDW), Kriging, and topo to raster methods.",https://www.researchgate.net/profile/Venkatramanan_Senapathi/publication/332633634_An_Introduction_to_Various_Spatial_Analysis_Techniques/links/5e5f3481a6fdccbeba184b94/An-Introduction-to-Various-Spatial-Analysis-Techniques.pdf,2021-05-21,2021-06-19,en,21-Jun,"blog, methods",
Introduction à diverses techniques d’analyse spatiale,"Aperçu de certaines méthodes d’analyse spatiale populaires qui sont utilisées pour prédire les surfaces à partir de données d’échantillon. Les techniques abordées comprennent la pondération inverse à la distance (PID), le krigeage et la méthode d’interpolation topo vers raster. ",https://www.researchgate.net/profile/Venkatramanan_Senapathi/publication/332633634_An_Introduction_to_Various_Spatial_Analysis_Techniques/links/5e5f3481a6fdccbeba184b94/An-Introduction-to-Various-Spatial-Analysis-Techniques.pdf,2021-05-21,2021-06-19,fr,21-Jun,"blog, méthodes",
Données sur les mouvements dans un SIG ,"Anita Graser, développeuse utilisant le code source ouvert, publie de nombreux billets de blogue sur la modélisation et la visualisation des trajectoires (ou le déplacement des données) dans un SIG au moyen de Python et de QGIS.",https://anitagraser.com/movement-data-in-gis/ ,,,fr,21-Jun,"blog, méthodes",
leafmap,Progiciel Python pour l’analyse géospatiale et la cartographie interactive dans un environnement Jupyter.,https://leafmap.org/,,,fr,21-Jun,"méthodes, visuels",
Geemap,"Progiciel Python pour l’analyse géospatiale et la cartographie interactive dans un environnement Jupyter, compatible avec Google Earth Engine (GEE).",https://geemap.org/,,,fr,21-Jun,"méthodes, visuels",
Utiliser les renseignements géographiques créés par les utilisateurs pour comprendre les activités humaines dans la nature,Cette thèse de doctorat évalue la manière d’appliquer des données produites par les utilisateurs à l’étude des interactions entre l’humain et la nature à différentes échelles spatiales et temporelles.,https://helda.helsinki.fi/handle/10138/321642,,,fr,21-Jun,"méthodes, revue, environnement",
"Nouveaux défis, nouvelles données : l’importance des données de localisation pour les services publics ","Webinaire préenregistré de Carto qui explique comment de grandes entreprises du secteur de l’énergie utilisent de nouvelles plateformes de localisation et de nouveaux flux de données de localisation novateurs afin de répondre à des questions opérationnelles difficiles, notamment en ce qui a trait au déploiement d’une infrastructure de VE, à la réduction du taux de désabonnement et au géomarketing.",https://go.carto.com/webinars/spatial-analysis-utilities?utm_content=167664147&utm_medium=social&utm_source=twitter&hss_channel=tw-241079136 ,,,fr,21-Jun,"méthodes, formation, industrie",
Movement Data in GIS,"Anita Graser, an open source developer, has plenty of blog posts on modeling and visualizing trajectories (or moving data) in GIS with Python and QGIS.",https://anitagraser.com/movement-data-in-gis/,,,en,21-Jun,"blog, methods",
leafmap,A Python package for geospatial analysis and interactive mapping in a Jupyter environment.,https://leafmap.org/,,,en,21-Jun,"methods, visuals",
Geemap,A Python package for geospatial analysis and interactive mapping in a Jupyter environment for use with Google Earth Engine (GEE).,https://geemap.org/,,,en,21-Jun,"methods, visuals",
User-Generated Geographic Information for Understanding Human Activities in Nature,This PhD Thesis investigates how user-generated data can be applied to studying human-nature interactions on different spatial and temporal scales.,https://helda.helsinki.fi/handle/10138/321642,,,en,21-Jun,"methods, journal, environment",
"New Challenges, New Data: The Power of Location Data in Utilities","Recorded webinar from Carto on how leading energy companies are turning to innovative new location data streams and new location platforms to answer challenging business questions related to EV infrastructure rollout, churn reduction, and geomarketing.",https://go.carto.com/webinars/spatial-analysis-utilities?utm_content=167664147&utm_medium=social&utm_source=twitter&hss_channel=tw-241079136,,,en,21-Jun,"methods, training, industry",
"New interactive map shares Indigenous arts, language and culture throughout B.C.","The interactive map shows Indigenous territories that overlap B.C. provincial boundaries, with sections featuring language, art and culture. ",https://www.cbc.ca/news/canada/british-columbia/first-peoples-cultural-council-interactive-indigenous-map-1.6067254,,,en,21-Jun,visuals,
"Une nouvelle carte interactive présente les arts, les langues et la culture autochtones en Colombie-Britannique.","La carte interactive montre les territoires autochtones qui chevauchent les frontières provinciales de la Colombie-Britannique, avec des sections consacrées à la langue, à l'art et à la culture. ",https://www.cbc.ca/news/canada/british-columbia/first-peoples-cultural-council-interactive-indigenous-map-1.6067254,,,fr,21-Jun,visuels,
Scottish digital map ‘could help define future land use policy’,The Scottish Crop Map displays predicted crop types based on radar images from the European Space Agency Copernicus satellite programme.,https://www.fwi.co.uk/news/scottish-digital-map-could-help-define-future-land-use-policy,,,en,21-Jun,"visuals, agriculture",
Une carte numérique écossaise pourrait aider à définir la future politique d'utilisation des terres,La carte des cultures écossaises affiche les types de cultures prévus sur la base des images radar du programme de satellite Copernicus de l'Agence spatiale européenne.,https://www.fwi.co.uk/news/scottish-digital-map-could-help-define-future-land-use-policy,,,fr,21-Jun,"visuels, agriculture",
Offshore Wind Data Release Propels Wind Prospecting," The National Renewable Energy Laboratory is working to improve publicly available offshore wind datasets to help selection, design, and operational decisions for offshore wind plants.",https://cleantechnica.com/2021/04/10/offshore-wind-data-release-propels-wind-prospecting/,,,en,21-Jun,"data, environment",
La publication des données sur l'éolien en mer favorise la prospection éolienne," Le National Renewable Energy Laboratory s'efforce d'améliorer les ensembles de données sur l'éolien en mer accessibles au public afin d'aider à la sélection, à la conception et aux décisions opérationnelles des centrales éoliennes en mer.",https://cleantechnica.com/2021/04/10/offshore-wind-data-release-propels-wind-prospecting/,,,fr,21-Jun,"données, environnement",
Carleton SAR and Google Earth Engine Professional Training Courses,"For summer 2021, the Faculty of Arts and Social Sciences and the Department of Geography and Environmental Studies are offering two non-credit courses on Google Earth Engine and SAR Remote Sensing.",https://carleton.ca/fass/dges-courses/,,,en,21-Jun,"event, methods",
Cours de formation professionnelle de Carleton SAR et Google Earth Engine,"Pour l'été 2021, la Faculté des arts et des sciences sociales et le Département de géographie et d'études environnementales proposent deux cours non crédités sur Google Earth Engine et la télédétection SAR.",https://carleton.ca/fass/dges-courses/,,,fr,21-Jun,"événement, méthodes",
"Urban Estimation, Earth Observation and Deep Learning",A case study using earth observation and AI to identify and classify buildings as part of a larger risk mapping exercise in Ho Chi Minh City.,https://podcasts.apple.com/us/podcast/urban-estimation-earth-observation-and-deep-learning/id1452297085?i=1000523908775,,,en,21-Jun,"methods, news",
"Estimation urbaine, observation de la Terre et apprentissage profound",Une étude de cas utilisant l'observation de la terre et l'IA pour identifier et classer les bâtiments dans le cadre d'un exercice plus large de cartographie des risques à Ho Chi Minh Ville.,https://podcasts.apple.com/us/podcast/urban-estimation-earth-observation-and-deep-learning/id1452297085?i=1000523908775,,,fr,21-Jun,"méthodes, nouvelles",
Geospatial pilot project: Estimating construction starts using satellite imagery,The Geospatial Construction Starts project is a joint venture project undertaken by Canada Mortgage Housing Corporation (CMHC) and Statistics Canada (STC) that focuses on using high resolution geospatial imagery to identify the start and completion of building construction.,https://gcdocs.gc.ca/statcan/llisapi.dll?func=ll&objaction=overview&objid=17123741,,,en,21-Sep,"statcan, methods, industry",
Projet pilote sur le Géospatial : Estimation des mises en chantier en utilisant les images satellites,Le projet du Mise en chantier géospatial est un projet conjoint de la Société canadienne d'hypothèques et de logement (SCHL) et de Statistique Canada (STC) qui vise à utiliser des images géospatiales à haute résolution pour déterminer le début et la fin de la construction de bâtiments.,https://gcdocs.gc.ca/statcan/llisapi.dll?func=ll&objaction=overview&objid=17123741,,,fr,21-Sep,"statcan, méthodes, industrie",
Waiting for PostGIS 3.2: Secure Cloud Raster Access,Updates to PostGIS will allow for more support accessing raster data from private cloud storage.,https://blog.crunchydata.com/blog/waiting-for-postgis-3.2-secure-cloud-raster-access,,,en,21-Sep,"methods, training",
En attendant PostGIS 3.2 : Accès sécurisé aux données matricielles dans le nuage,Les mises à jour de PostGIS permettront de mieux prendre en charge l'accès aux données matricielles à partir d'un stockage en nuage privé.,https://blog.crunchydata.com/blog/waiting-for-postgis-3.2-secure-cloud-raster-access,,,fr,21-Sep,"méthodes, formation",
How walkable is your Ottawa neighbourhood? This new map will tell you,City of Ottawa evaluated whether areas in the city follow a 15-minute neighbourhood,https://www.cbc.ca/news/canada/ottawa/ottawa-15-minute-neighbourhood-score-1.6129864,,,en,21-Sep,news,
Votre quartier d'Ottawa est-il facile à marcher ? Cette nouvelle carte vous le dira,La ville d'Ottawa a évalué si les secteurs de la ville suivent un voisinage de 15 minutes,https://www.cbc.ca/news/canada/ottawa/ottawa-15-minute-neighbourhood-score-1.6129864,,,fr,21-Sep,nouvelles,
Where do they go and how do they get there? Older adults’ travel behaviour in a highly walkable environment,The ability for older generations to navigate the built environment is critical to ensuring healthy and happy citizens. Encouraging active transportation can help both physical and mental health as well as foster a sense of community. Understanding the preferred destinations and transportation modes for this group is crucial to understanding if our built environment is helping or hindering active transportation. ,https://www.sciencedirect.com/science/article/pii/S0277953614004353?via%3Dihub,,,en,21-Sep,journal,
Où vont-ils et comment s’y rendent-ils? Les habitudes de déplacement des personnes âgées dans les environnements à potentiel piétonnier élevé,"La capacité des membres des générations plus âgées à se déplacer dans l’environnement bâti est essentielle à la santé et au bonheur des citoyens. Encourager le transport actif peut contribuer à la santé physique et mentale des personnes, en plus de renforcer le sentiment d’appartenance à la communauté. Pour déterminer si notre environnement bâti favorise le transport actif ou y fait obstacle, il est essentiel de mieux comprendre les destinations et les moyens de transport privilégiés par cette génération.",https://www.sciencedirect.com/science/article/pii/S0277953614004353?via%3Dihub,,,fr,21-Sep,revue,
Designing the Walkable City,"Despite the auto-centric design that dominated our urban design philosophy during the 20th century, a growing appetite for walkable design has begun to emerge. The benefits are wide reaching and include reduced congestion, recreational and social opportunities and improved mental and physical health outcomes. By understanding the criteria that lead to an area being considered walkable, we can make more informed decisions when creating new infrastructure within our built environment. ",https://gcdocs.gc.ca/statcan/llisapi.dll?func=Edit.Edit&nodeid=17095024&ReadOnly=True&uiType=1,,,en,21-Sep,journal,
Concevoir la ville piétonnière,"Une conception de l’aménagement urbain orientée sur l’utilisation de l’automobile a prévalu tout au long du 20e siècle. Cependant, un appétit grandissant commence à se manifester pour une configuration des villes favorable aux piétons. Parmi les nombreux avantages d'une telle configuration, on compte une réduction de la congestion routière, une augmentation des activités de loisir et sociales, et des bienfaits pour la santé mentale et physique. Grâce à une meilleure compréhension des critères qui font qu'une zone puisse être considérée comme piétonnière, nous pouvons prendre des décisions plus éclairées quand vient le moment d'intégrer de nouvelles infrastructures dans notre environnement bâti.",https://gcdocs.gc.ca/statcan/llisapi.dll?func=Edit.Edit&nodeid=17095024&ReadOnly=True&uiType=1,,,fr,21-Sep,revue,
Researchers explore ways to detect 'deep fakes' in geography,Researchers at the University of Washington and Oregan State University investigate the potential issue of 'deep fakes' in geographical information systems.,https://techxplore.com/news/2021-06-explore-ways-deep-fakes-geography.html,2021-06-02,2021-06-02,en,21-Sep,blog,
How blockchain is improving the agricultural supply chain,Blockchain can be used in collaboration with QR codes to transparently and immutably track food sources.,https://www.geospatialworld.net/blogs/how-blockchain-is-improving-the-agricultural-supply-chain-2/,2021-06-02,2021-05-07,en,21-Sep,"agriculture, blog",
HealthMap,"HealthMap, a team of researchers, epidemiologists and software developers at Boston Children's Hospital founded in 2006, is an established global leader in utilizing online informal sources for disease outbreak monitoring and real-time surveillance of emerging public health threats.",https://healthmap.org/en/,2021-06-04,,en,21-Sep,data,
Mapping All Of Earth’s Roads And Buildings From Space,"By combining satellite imagery, deep learning, and cloud computing, several groups have released automatically-generated maps of buildings or roads over a handful of countries. Here we’ll dive into the technology that makes this possible and show how we’ve applied it with our new Planet Analytic Feeds.",https://www.planet.com/pulse/mapping-all-of-earths-roads-and-buildings-from-space/,2021-06-04,2019-09-24,en,21-Sep,blog,
Land allocation model using cellular automata to understand housing demand and supply,Predicting future class changes for residential properties and slums in Mumbai.,https://link.springer.com/article/10.1007/s41324-020-00350-w,2021-06-08,2020-08-18,en,21-Sep,journal,
GeoServer,"GeoServer is a Java-based server that allows users to view and edit geospatial data. Using open standards set forth by the Open Geospatial Consortium (OGC), GeoServer allows for great flexibility in map creation and data sharing.",http://geoserver.org,2021-06-09,,en,21-Sep,data,
Canada-US Heatwave,European Space Agency's Copernicus Sentinel-3 monitors the heatwave across the Pacific Northwest.,https://www.esa.int/ESA_Multimedia/Images/2021/07/Canada_US_heatwave,2021-07-05,2021-07-01,en,21-Sep,"blog, environment",
New long-term dataset to analyse global fire trends,Copernicus Sentinel-3 imagery is applied to analyzing the global effects of fires.,https://www.esa.int/Applications/Observing_the_Earth/Copernicus/Sentinel-3/New_long-term_dataset_to_analyse_global_fire_trends,2021-07-05,2021-01-26,en,21-Sep,"data, blog",
Des chercheurs explorent des moyens de détecter les hypertrucages en géographie.,Des chercheurs de l’Université de Washington et de l’Université d’État de l’Oregon étudient le problème potentiel des hypertrucages dans les systèmes d’information géographique.,https://techxplore.com/news/2021-06-explore-ways-deep-fakes-geography.html,2021-06-02,2021-06-02,fr,21-Sep,blog,
Comment la chaîne de blocs améliore la chaîne d’approvisionnement agricole,"La chaîne de blocs peut être utilisée, conjointement avec des codes QR, pour suivre de manière transparente et immuable les sources alimentaires.",https://www.geospatialworld.net/blogs/how-blockchain-is-improving-the-agricultural-supply-chain-2/,2021-06-02,2021-05-07,fr,21-Sep,"agriculture, blog",
HealthMap,"HealthMap, une équipe de chercheurs, d’épidémiologistes et de développeurs de logiciels du Boston Children’s Hospital, fondée en 2006, est un chef de file mondial reconnu dans l’utilisation de sources informelles de données en ligne pour la surveillance des épidémies et la surveillance, en temps réel, des nouvelles menaces à la santé publique.",https://healthmap.org/en/,2021-06-04,,fr,21-Sep,données,
Cartographier toutes les routes et tous les bâtiments de la Terre depuis l’espace,"En combinant l’imagerie satellitaire, l’apprentissage profond et l’infonuagique, plusieurs groupes ont publié des cartes, générées automatiquement, de bâtiments ou de routes, dans une poignée de pays. Ici, nous allons traiter de la technologie qui rend cela possible et montrer comment nous l’avons appliquée avec nos nouveaux flux analytiques Planet.",https://www.planet.com/pulse/mapping-all-of-earths-roads-and-buildings-from-space/,2021-06-04,2019-09-24,fr,21-Sep,blog,
Modèle d’attribution des terres utilisant des automates cellulaires pour comprendre la demande et l’offre de logements,Prévoir les changements de classe pour les propriétés résidentielles et les bidonvilles de Mumbai.,https://link.springer.com/article/10.1007/s41324-020-00350-w,2021-06-08,2020-08-18,fr,21-Sep,revue,
GeoServer,"GeoServer est un serveur Java qui permet aux utilisateurs d’afficher et de modifier des données géospatiales. En utilisant les normes ouvertes définies par l’Open Geospatial Consortium (OGC), GeoServer permet une grande flexibilité dans la création de cartes et le partage de données.",http://geoserver.org,2021-06-09,,fr,21-Sep,données,
Canicule au Canada et aux États-Unis,Le satellite Sentinel-3 du programme Copernicus de l’Agence spatiale européenne surveille la canicule dans le nord-ouest du Pacifique.,https://www.esa.int/ESA_Multimedia/Images/2021/07/Canada_US_heatwave,2021-07-05,2021-07-01,fr,21-Sep,"blog, environnement",
Nouvel ensemble de données à long terme pour analyser les tendances mondiales en matière d’incendies,L’imagerie produite par le satellite Sentinel-3 du programme Copernicus est appliquée à l’analyse des effets planétaires des incendies.,https://www.esa.int/Applications/Observing_the_Earth/Copernicus/Sentinel-3/New_long-term_dataset_to_analyse_global_fire_trends,2021-07-05,2021-01-26,fr,21-Sep,"données, blog",
Smoke Forecast,The BlueSky Canada smoke forecast is our current best estimate of when and where wildfire smoke events may occur over the next two days. ,https://firesmoke.ca/forecasts/current/,2021-07-14,,en,21-Sep,"data, visuals, environment",
FireCast: Leveraging Deep Learning to Predict Wildfire Spread ,"Use of digital elevation models, weather forecast, NDVI and Convolutional Neural Networks to predict wildfire behaviour.",https://www.ijcai.org/Proceedings/2019/0636.pdf,2021-07-14,1905-07-11,en,21-Sep,"journal, environment",
Digitalization and AI in European Agriculture: A Strategy for Achieving Climate and Biodiversity Targets?,Proposals for meeting sustainability targets with digital efforts.,https://www.mdpi.com/2071-1050/13/9/4652/htm,2021-07-14,2021-04-22,en,21-Sep,"journal, environment, agriculture",
Esri provides open access to key federal geospatial data,"Esri has announced that in collaboration with federal agencies, it is opening up access to dozens of high-priority, high-demand national data layers, referred to by government users as National Geospatial Data Assets (NGDA). ",https://www.geospatialworld.net/news/gis-esri-provides-open-access-to-key-federal-geospatial-data/,2021-07-19,2021-07-13,en,21-Sep,blog,
The hitchhiker’s guide to GTFS with python,Means of understanding and validating General Transit Feed Specification (GTFS) data.,https://medium.com/analytics-vidhya/the-hitchhikers-guide-to-gtfs-with-python-e9790090952a,2021-07-20,2020-12-17,en,21-Sep,"blog, methods",
High Precision Agriculture: An Application Of Improved Machine-Learning Algorithms ,"Decision Tree Ensembles, based off of Random Forests, are used to detect objects in aerial images of vineyards.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8789854,2021-07-23,,en,21-Sep,"agriculture, journal",
Our World in Data: Land Use,Interactive map and table for global land use.,https://ourworldindata.org/land-use,2021-07-23,2019-09-01,en,21-Sep,"agriculture, visuals, data",
Using OpenStreetMap to inventory bicycle infrastructure: A comparison with open data from cities,"Using OSM to inventory bicycling infrastructure in six Canadian cities, compare it to municipal open data, and provide guidance for practitioners using OSM data.",https://www.tandfonline.com/doi/abs/10.1080/15568318.2018.1519746?journalCode=ujst20,2021-08-11,2019-02-22,en,21-Sep,journal,
What does crowdsourced data tell us about bicycling injury? A case study in a mid-sized Canadian city,Characterizing patterns of injury in crowdsourced bicycle incident reports from BikeMaps.org. ,https://www.sciencedirect.com/science/article/pii/S0001457519317099?via%3Dihub,2021-08-11,2021-09-01,en,21-Sep,journal,
Prévision de fumée,Les prévisions de fumée de BlueSky Canada constituent notre meilleure estimation actuelle du moment et de l’endroit où des épisodes de fumée attribuables à des feux de forêt peuvent se produire au cours des deux prochains jours. ,https://firesmoke.ca/forecasts/current/,2021-07-14,,fr,21-Sep,"données, visuels, environnement",
Firecast : tirer parti de l’apprentissage profond pour prédire la propagation des feux de forêt ,"Utilisation de modèles numériques de terrain, de prévisions météorologiques, de l’IVDN et des réseaux de neurones convolutifs pour prédire le comportement des feux de forêt.",https://www.ijcai.org/Proceedings/2019/0636.pdf,2021-07-14,1905-07-11,fr,21-Sep,"revue, environnement",
Numérisation et IA dans l’agriculture européenne : une stratégie pour atteindre les objectifs climatiques et les objectifs liés à la biodiversité?,Propositions pour atteindre les objectifs de durabilité grâce à des efforts numériques.,https://www.mdpi.com/2071-1050/13/9/4652/htm,2021-07-14,2021-04-22,fr,21-Sep,"revue, environnement, agriculture",
Esri offre un accès libre aux principales données géospatiales fédérales.,"Esri a annoncé qu’en collaboration avec des organismes fédéraux, il permettait l’accès à des dizaines de couches de données nationales, désignées par les utilisateurs gouvernementaux sous le nom National Geospatial Data Assets (NGDA).",https://www.geospatialworld.net/news/gis-esri-provides-open-access-to-key-federal-geospatial-data/,2021-07-19,2021-07-13,fr,21-Sep,blog,
Se retrouver dans le format GTFS grâce à Python,Outils de compréhension et de validation des données GTFS (General Transit Feed Specification).,https://medium.com/analytics-vidhya/the-hitchhikers-guide-to-gtfs-with-python-e9790090952a,2021-07-20,2020-12-17,fr,21-Sep,"blog, méthodes",
Agriculture de haute précision : une application d’algorithmes d’apprentissage automatique améliorés ,"Des ensembles d’arbres décisionnels, basés sur des forêts aléatoires, sont utilisés pour détecter des objets dans des images aériennes de vignobles.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8789854,2021-07-23,,fr,21-Sep,"agriculture, revue",
Our World in Data : utilisation des terres,Cartes et tableaux interactifs liés à l’utilisation mondiale des terres.,https://ourworldindata.org/land-use,2021-07-23,2019-09-01,fr,21-Sep,"agriculture, visuels, données",
Utiliser OpenStreetMap pour établir un inventaire des infrastructures cyclables : une comparaison entre les villes à l’aide des données ouvertes,Utiliser OSM pour établir un inventaire des infrastructures cyclables dans six villes canadiennes et les comparer aux données ouvertes municipales.,https://www.tandfonline.com/doi/abs/10.1080/15568318.2018.1519746?journalCode=ujst20,2021-08-11,2019-02-22,fr,21-Sep,revue,
Que nous disent les données recueillies selon l’approche participative sur les blessures à vélo? Une étude de cas dans une ville canadienne de taille moyenne,"Caractériser les tendances en matière de blessures à partir des rapports sur les incidents à vélo de BikeMaps.org, lesquels sont fournis par les utilisateurs.",https://www.sciencedirect.com/science/article/pii/S0001457519317099?via%3Dihub,2021-08-11,2021-09-01,fr,21-Sep,revue,
Sustainable Transport: An Efficient Transportation Network - Case Study,"A cross-examination of sustainable transportation practices in London, Copenhagen, and Vilnius. The article points out what strategies have been effective at improving sustainable transportation practices in urban environments and proposes solutions to improve Vilnius’ transportation network.",https://www.mdpi.com/2071-1050/12/19/8274,2021-08-30,2020-10-08,en,21-Sep,journal,
Transport durable : un réseau de transport de transport efficace – étude de cas,"Une contre-vérification des pratiques de transport durable à Londres, Copenhague et Vilnius. L’article souligne les stratégies qui ont permis d’améliorer les pratiques de transport durable dans certains milieux urbains et propose des solutions qui permettraient d’améliorer le réseau de transport de Vilnius.",https://www.mdpi.com/2071-1050/12/19/8274,2021-08-30,2020-10-08,fr,21-Sep,revue,
Visualizing Digital Traces for Sustainable Urban Management: Mapping Tourism Activity on the Virtual Public Space,"Using public data stored on the social media platform Flickr, researchers are able to discern spatial patterns which distinguish between local and tourist behaviour. In the context of Barcelona, the paper demonstrates the type of data available through Flickr, provides a detail analysis of the data, and visualizes the spatial distributions of different Flickr account holders. ",https://www.mdpi.com/2071-1050/13/6/3159,2021-08-30,2021-03-13,en,21-Sep,journal,
Visualiser les traces numériques à des fins de gestion urbaine durable : cartographie de l’activité touristique sur l’espace public virtuel,"L’utilisation des données publiques enregistrées sur la plateforme de médias sociaux Flickr permet aux chercheurs de percevoir des configurations spatiales distinctes entre le comportement des résidents et celui des touristes. L’article démontre que, dans le cas de Barcelone, le type de données disponibles par l’intermédiaire de Flickr fournit une analyse détaillée des données et permet de visualiser la répartition spatiale des différents titulaires de comptes Flickr.",https://www.mdpi.com/2071-1050/13/6/3159,2021-08-30,2021-03-13,fr,21-Sep,revue,
The OECD Laboratory for Geospatial Analysis,The OECD Laboratory for Geospatial Analysis is a platform that proposes to connect people from different organisations to create and share policy-relevant geospatial analyses,https://www.oecd.org/regional/regional-statistics/geospatial-lab.htm,,,en,21-Sep,news,
Le laboratoire d’analyse géospatiale de l’OCDE,Le laboratoire d’analyse géospatiale de l’OCDE est une plateforme qui permet aux membres de différentes organisations de mettre leurs efforts en commun afin de créer des analyses géospatiales pertinentes aux politiques ou d’échanger sur celles-ci.,https://www.oecd.org/regional/regional-statistics/geospatial-lab.htm,,,fr,21-Sep,nouvelles,
SOLARGIS,"Maps and geospatial data on photovoltaic electricity potential, global horizontal irradiation, and direct normal irradiation for over 200 countries.",https://solargis.com/maps-and-gis-data/download/canada,15-Sep-21,,en,21-Nov,"data, environment",
New Mapping Tool for Forest Carbon Hotspots and Biodiversity,New study and mapping tool allows decision-makers to determine carbon sequestration potential for forests over the next 30 years.,https://giscafe.com/nbc/articles/1/1865230/New-Mapping-Tool-Forest-Carbon-Hotspots-Biodiversity,17-Sep-21,14-Sep-21,en,21-Nov,"blog, visual, environment",
